overall,title,reviewText,asin,parent_asin,reviewerID,timestamp,helpful_vote,verified_purchase,review_length
5.0,AWESOME,a friend told me he had this and it was great  .. ive been looking at it and looking at it .. and he convinced me i needed it  ... alexa is pretty funny at times ...  i saw that angel stand for it  .. i wish they had more choices  ... nothing caught my eye  maybe someday one will,B01DFKC2SO,B01K8B8YA8,AHGAOIZVODNHYMNCBV4DECZH42UQ,1513557475457,0,True,280
5.0,wireless noise cancelling bose over ear headphones,"They work great and paired with everything I wanted them to.  Came with a spray on ear cover cleaner I wasn't expecting.  I've tried so many ear 'pods' and they just won't stay in my ears.  So, back to the over the ear Bose.  Wireless is awesome.  Having said all of this, I never hesitate to update my reviews should new info seem useful.",B093TFXGWR,B093TFXGWR,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1644194337940,0,True,339
5.0,solar hand crank radio,"I actually purchased this for our emergency kit.  We live in a tsunami path.  I haven't actually used it yet - hoping I never have to, but I thought it was a good fit for the emergency kit - especially since it includes a usb port for charging a cell phone.  As I said, I am hopeful it will never be used, but is an essential part of any emergency kit I believe.",B07TXL4XJP,B09N75D6M4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1641405576087,0,True,362
5.0,kids tablet case,I purchased this for my 5 year old's Samsung Galaxy tablet... it fit perfectly.  He loves the handle and that he can fold it to a stand.  He was having trouble dropping it (No good for devices!) until he got the handle.  The case is a bit spongy too which gives it a little cushion.  All in all we think it's a win/win case!  I never hesitate to update my review should new info seem useful.,B01J9YYSWI,B07SH58QD9,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1548885014580,0,True,391
5.0,Micro SD card,"My older kindle fire  began saying ""no sd chip recognized"" with the micro SD chip I had in it.. so I was hoping a new one would solve the problem... and so far so good.  The one I replaced was 128GB and was the Scandisk Ultra brand... I own several Kindles and this was the first time I have had a chip cause any issues.  I never hesitate to update my reviews should new info seem useful and I hope this info helped you in some way.",B073JYC4XM,B073JYC4XM,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1533757145464,2,True,432
5.0,a good option,"I really like these...  the flat wires DO help them not to tangle... Has a &#34;universal&#34; tip as most things do this day and age... worked with my brand new LG G4 cell, my old rotary dial IPOD and my Kindle 8&#34; HDX.  It comes with 4 (2 sets) of extra ear cushions.  I feel that I have smallerish ears and I have a hard time finding earpods that are comfortable and will stay in.  These work great.  Comfortable and they have stayed in.  Mind you, I am NOT jogging with them in.  I only wish they'd come with a zipper case to hold them in for convenience.  At the price point, you'd think they would.  It does also have a microphone and I have &#34;tested&#34; that... worked. It has a little attachable pinch clip to keep in place as you move around. The foam tips are sort of like memory foam, but almost a bit softer really.  I think this both helps them stay in AND retain comfort.  The sound is very clean and clear - for an adult anyway.  The tips are cornflower blue if that matters to anyone... I think the pic is very clear and representative. I will update if there are any issues.<br />UPDATE: 6/29/2015 I have used these earbuds a number of times... one of the issues I have had in the past is that this &#34;shape&#34; of earbud doesn't want to stay in my ear... (tiny ears?) but these DO stay in.. I think it's the type of foam tip... seems to grip a bit better? To be fair, again, I am not jogging with them in... I am mostly in a sitting position using them. The &#34;flat&#34; wires really do help them not get all tangled... having stay that.. they also resist &#34;wrapping&#34; a bit too.  This is probably good. Otherwise you'd break the wires inside. The kiss of death to any wired accessory. Also, I've been informed that these are going to start coming with carry cases!!  Yup.  That would make them 5 star in my humble opinion and I'm keeping them in my &#34;save&#34; pile for a possible second order.<br />UPDATE 7/26/2015... Still happy with my purchase.  I am informed by the seller that they are now including a case.  This makes it definitely a 5-star value and worthy of a purchase. Will update if there any use/wear issues to report",B008D76Q64,B008D76Q64,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1435350433000,7,True,2172
4.0,so far... ok,"Not super fast.... and it had to do about 100 updates once I got it up and running.  BUT..... It is windows 7 which is why I bought it.  I haven't owned a Dell in quite some time, we'll see how that goes.  Also, it does NOT have microsoft office at all... If you want a wordprocessor, plan to purchase or pay the download. I will update as I use it if there are any glaring issues.",B00K4PAV14,B00K4PAV14,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1410988766000,2,True,381
4.0,"So far, so good!","I was hesitant because there were some negative reviews, but this one arrived quickly and in good shape (I have Prime).  It is apparently working right now.  If it develops an issue I will update this review.  But for now, it turned out to be this 8 year old's favorite gift. Amazon makes it easy to gift whenever I want... wrapped or not.  I do wish Amazon would get some &#34;kid&#34; wrapping paper... the stock blue with gold ribbon is great for adults... but a little cheerier option for kids would be so nice!",B005ZUNQUQ,B005ZUNQUQ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1406074205000,13,False,515
5.0,Great for Learning Typing,Great little keyboard to add to your ipad,B086C51NNG,B086C51NNG,AGF42GID7QWDCNFTJRCTMKAITJJA,1641672824086,0,True,41
1.0,One Star,Terrible did not work on 7+ IOS.<br />Slow not intuitive,B01KV93B9G,B01KV93B9G,AGYTEAXMUXEFHXUSVVTKONKBFTVQ,1487722499000,0,True,56
5.0,great  radio,"fantastic  listening  on  F.M.  or  A.M.  /  fast  shipping  if  you  want  a  radio,  this  is  the  one",B00ET7PG5E,B00ET7PG5E,AG6SNHIVEFMJIXCLZWKTGEOV5ZBQ,1632922498504,1,True,105
3.0,Case iPod,Ok just good quality as I was hoping for but does the job,B08XX7MTKL,B08Z3HGG2J,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1655651725417,0,True,57
5.0,Love this!,"With my laptop that has a touch screen, I gave up my monitor at my docking station and use this stand to allow me to easily see the screen and touch it while using a full-sized keyboard.  It's perfect for my needs and has held up well over the last 5 or so months.  HIGHLY RECOMMENDED!",B00WRDS8H0,B0753R71ZH,AG5Y7PRM4OD7TC23Q6S7KMNL2XNQ,1578769962297,0,True,285
5.0,Great devise!,"Very easy to set up and easy for all devises to connect to it.  This device, while expensive, really worked as advertised.",B0087NZ31S,B0087NZ31S,AGLQDDJTHRGIY4KWEXLA3YBD47PQ,1388074756000,1,True,122
5.0,Well made zipties,"Pretty sturdy zipties! Great value for the price.  The same sturdy plastic ones that I got at home depot, these were maybe a bit cheaper too.",B07KWR33LS,B07KWR33LS,AHORTSSMI6ZZFUFWMPT4UFR2ISUQ,1557546879713,0,False,141
5.0,Set up is not that easy.,Nice looking set but installation instructions are not well made.,B09XGX1GMJ,B09XGQQ98K,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1663759602074,0,True,65
1.0,Junk,Broke after a month!  Don't waste your money!!!,B01AT6B0DK,B0963TH5MF,AEAU4B3HGL46SP3ARQZZ3B7PDA4Q,1489369865000,0,False,47
3.0,"No software support, uncomfortable","Great sound,  noise cancelation, and look. Other than that, another company purchased jaybird, and they stopped updating the software for the earbuds and case. The fit is also not the best for me personally. Tried the large and medium wing fins, but both made my ears bleed for some reason. Small wing fins didn't feel like they would stay in. All in all, I'd say purchase at your own risk.",B08B3G74MY,B08B3G74MY,AFHU44I5ZIPV76KZSEFD5Y437C2Q,1664226012062,0,False,390
4.0,Works perfectly,"This is advertised as an ergonomic keyboard.  To me, ergonomic is a keyboard that is split into two slanted halves, like the Microsoft Natural Keyboard.  This is a flat keyboard.  In spite of that, the keys have a good feel and response.  I only have wired keyboards, so I got this so that I could have a wireless if I wanted to use one sometimes, as you are then not confined with a cord.  Requires 1 AA battery to operate (not included).  At first, I thought they forgot to include the wireless transmitter, but it comes hidden in the battery compartment.  This is okay, but there is no place to store it once the battery is installed.  Of course, if you are going to store the keyboard and not use it all the time, you wouldn't typically want to leave the battery in anyway.  If you want wireless, probably better to get a wireless mouse and keyboard together, as they would probably run off one transmitter, whereas with this keyboard if I want to add a wireless mouse later, it will involve using a second transmitter which would use another USB port.  The keyboard is going to be of limited use to me, as I currently use a KVM-switch that allows me to control up to 4 computers with one monitor, one mouse and one keyboard.  I would have to upgrade to a KVM switch that takes USB to use the keyboard on more than one computer.  This is truly plug and play and I had it operating in no time at all.  Seems like it is quality made and should last a while.  Made in China of course.",B09N7532L7,B09N7532L7,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1649383427515,0,False,1485
5.0,Very Small; Plug and Play,"The capacity of thumb drives keeps going up and the sizes keep going down.  They are so convenient for off-site backup.  This is probably about as small as is practical.  I think it is about the smallest flash drive I have seen.  About the size of a stick of Dentine gum.  This is not particularly high capacity by today's standards, but 8 GB is not that small either.  It's good for transporting a number of small files or a few larger ones or a backup of data if you don't have too much data.  Great for a key chain too, as it has a nice big loop on the end.  After I inserted it on a Windows 7 PC, it was up and ready to use in seconds.  On XP it wanted to reboot after it had been inserted, but I tried it without rebooting and it appeared to work fine.  Two minor issues with this drive.  It doesn't have a conventional USB plug.  Instead it looks like a little 3-contact connector.  At first I wondered how I would insert it into my USB port.  Believe me it does go in, but one problem I had was which direction to insert it.  It fits into one side of a USB connection in either direction.  In one direction it works of course and one it doesn't.  The other problem is that the connection hides under a little bendable rubber piece and my USB ports are recessed, so I couldn't bend the rubber enough to easily insert it.  If you want a very tiny storage unit that works great, this is for you.  I have always had excellent results with any Verbatim products too and I full trust their quality and reliability.",B007LLYB1U,B00BXK7LBC,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1340839440000,1,False,1515
5.0,"Too big for my iPad, but seems to be well made and has fun colors to choose from.","Because of being the incorrect size, I have not used it.",B09652V7K5,B09H5NT2C1,AFJHM4DEMY7IU6ZCUBCETLREE43Q,1628966543914,0,True,56
5.0,Handy,I like to buy big packages of batteries from the Membership stores like Sam's and Costco. The packages have 40 batteries In each package So if you're buying All the batteries You need a place to put them and this is perfect for storage. I also love that it has a battery tester right in the box as well. There are 2 sides that open on this box for storing batteries. No more rolling around in the junk Drawer.,B098L6F7FF,B0BPP72J81,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,1635380645732,1,False,409
4.0,Nice for watching/listening on your phone.,"I read that this could hold up to 11 lbs...I dont know of any phones weighing that much. I thought it was metal but it is a hard plastic but it feels pretty sturdy. I have my phone in an otter box and its a bit thick, but it sits in this stand pretty good for just watching anything and listening to music. However, while its in the stand, you really cant text on your phone because it gets knocked over lol. If you want to use it for watching and listening then it works good for that. I cant see a tablet on it at all.",B07ZYGVWMH,B07ZYGVWMH,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,1576709650335,0,False,520
5.0,An amazing e-Book reader with numerous extras.,"I received a Kindle 2 as a gift recently. I'd had my eye on the Kindle since its launch, but couldn't justify the high price tag. I use several forms of portable technology including an HTC touchscreen smartphone, but the Kindle 2 was my first eBook reader. Opening the Kindle 2 was an experience: Amazon has cleverly packaged the Kindle in minimally wasteful packaging; the box itself is very clever and space-saving, and the USB cord is tucked into the two-prong adapter (so if, like me, you initially think that they forgot to include the USB cable, just pop the prong adapter off the end).<br /><br />First, the size: the Kindle 2 measures about 8 inches by 5 inches by .36 (it's literally thinner than a Number 2 pencil), so it's about the same size as a paperback without the thickness (or the weight). It weighs only 10.2 ounces, so it's easy to slide it into a large purse or backpack. The display is large and crystal clear, but is only in black and white, so if you're getting magazine or newspaper subscriptions, be aware. There are sixteen shades of grey, though, so photos and illustrations have a lot of depth and contrast despite being in black and white. There are six different text sizes available if you have problems with too-small fonts, but the Kindle screen isn't backlit, so this won't work in low light without a reading light. There's also the controversial text-to-speech feature, which is the same technology that's come with Windows OS for years; a synthesized voice (male or female) will ""read"" the text out loud (there's a 3.5mm headphone jack if you want to listen in private). After the Authors' Guilld threatened to sue Amazon.com over the feature, publishers have the right to disable it on Kindle versions, so be aware that the text-to-speech feature may not work on all Kindle books.<br /><br />You can purchase and download Kindle books instantly using the Kindle 2's free Whispernet (an EVDO modem with fallback to 1xRTT that uses's Sprint's 3G network). Most New York Times Bestsellers are available in Kindle editions, which are typically $9.99. There are no Kindle rentals; once you've downloaded the book, it's yours. However, there are numerous free Kindle books to be found on Amazon.com and elsewhere; simply click on the Kindle Books tab at Amazon.com and set to sort by price ($0.00 titles show up first). Many of the free Kindle texts are based on older (think 19th-century) authors and are transcribed by volunteers, so they may not be exactly what you were expecting. You can either purchase Kindle books from your PC and have them sent wirelessly to your Kindle, or you can browse and purchase directly from the Kindle, but be careful: Kindle books are purchased via 1-click, which means that you could accidentally purchase something you'd only intended to look at. The download time depends on the size of the book; for a text-only book, it took less than a minute to download. When  I downloaded a larger book with illustrations, it took several minutes.<br /><br />Reading on the Kindle is much like reading a paperback; the Kindle ""disappears"" as you read. However, the page turning is a bit jarring, since every time you turn a page, the screen flashes in contrast (at first I thought that it was some sort of flaw or bug). The previous page button is on the left edge, while there's a next page button on both sides of the Kindle, so page turning is easy (other than the screen flashing). On the downside, you can't flip several pages ahead easily without repeatedly clicking the ""next"" button. With a real paperback, you'd simply thumb through the pages.<br /><br />There is no expandable memory slot, but the Kindle 2 features 2GB (1.4 GB for user content) of internal memory that will hold up to 1,500 books as well as documents (PDF, HTML, DOC, JPEG, GIF, PNG, BMP through conversion) and MP3 music and AAX Audible audiobook files. You can even set up customized MP3 music playlists (it's under ""experimental"") by dragging files into the ""Music"" folder on the Kindle by hooking it up to your PC via the included USB 2.0 cable. If you have documents that are in another format (the Kindle native format is .AZW), you have two choices for conversion: either e-mail the documents to your Kindle e-mail (your regular e-mail ended with @kindle.com) for a ten-cent conversion charge (you'll be billed when your conversion balance reaches $3.00) or to your email @free.kindle.com (you then must drag-and-drop the file onto your Kindle from your PC, but there's no fee to convert the file).<br /><br />The Kindle also features a basic Web browser that handles text-only versions fairly well, and a built-in dictionary. You're able to highlight, put in page markers and add notes to Kindle books, making it a useful tool for study or research. There's a full QWERTY keyboard and a five-way toggle that takes some getting used to. The menu designs are drop down similar to Windows; you simply move through the various options using the five-way controller, then press down on it to select.<br /><br />The battery can hold a charge for up to four days with the Whispernet on; you'll get a much longer charge if you turn it off. It takes about three hours to fully charge the battery, but it's not user-replaceable; you have to mail your Kindle to Amazon.com for a replacement. The battery is covered for the first year after purchase, but it's $59 after that. The Kindle 2 also doesn't come with [[ASIN:B001JAH7OM Amazon Kindle 2 Leather Cover]], for which you'll have to shell out extra money unless you choose to store it in the box.<br /><br />If you love new technology and are looking for new ways to read / listen on the go, the Kindle 2 may be a good choice for you. But besides the initial expense, the Kindle versions of paperbacks are as expensive as their paper counterparts. Depending on your area, the Whispernet may not have a strong signal (and for now, the Kindle 2 is only available in the US, so overseas customers will have to wait). I love mine, but it's up to you whether it's worth the cost of the Kindle 2 and book downloads.",B00154JDAI,B00154JDAI,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,1240780195000,2,False,6100
1.0,Stopped charging,3 of these cords stopped charging!,B01N9P860N,B01N9P860N,AHNTNORB4V4WEELIYXTSKV56Y4AA,1634080424805,0,True,34
3.0,"Works ok on the wall, not so much on the desk","I cannot get this to sit correctly on the desk.  I even tried putting the hanger for it, under it to level it out.  There are no instructions for setting it on the desk. I thought I would just put it on there and it would be fine, but it's not level. It leans forward.",B07DPN2DJR,B0C25CVMJS,AHATA6X6MYTC3VNBFJ3WIYVK257A,1540426341176,1,False,268
4.0,"I thought these would fit my kindle readers, but ...","I thought these would fit my kindle readers, but they do not.  They do fit my Lenova tablet.  The end is more rounded than the Kindle Reader chargers.  They should show a close up photo of the end.",B075QFMNWV,B09YYX736L,AHATA6X6MYTC3VNBFJ3WIYVK257A,1510209415953,0,False,197
5.0,Five Stars,"Love this one, the best one yet.",B0108LX660,B0108LX660,AF7STGSJYCAHOQAKN3JTC3JC3Y5A,1447202299000,0,True,32
4.0,Not What I Expected,"This film scanner was not what I expected and that's all my fault. I thought it was for scanning and converting negatives and slides. And that's what it is, but I don't have the right kind of negatives and slides. From what I can tell, it's for the film that goes in the Brownie cameras. I just assumed that the old slides that belonged to my Dad and to my inlaws, would work, but their cameras must have been 35 mm. We did give it a try with some negatives that were from 1990's and we could see how it worked. It does require batteries. The whole system is pretty simple. An iPhone would probably work really well with this. My husband and I both have Google Pixel 6 cameras and the camera doesn't line up with this as well as other phone cameras. I have a couple of slide scanners and I was thrilled with the idea of being able to convert them digitally to my phone instead of having to use an SD card and uploading that to my computer. I am going to ask my friends if any one has the 6x6 size negatives and slides. I would love to be able to share this with them.",B09WWZ4193,B09WWZ4193,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1656360876011,0,False,1067
4.0,Perfect!,"My son has a small record player and about a dozen albums. He and my husband put this together rather quickly. The directions were clear. They did use their own tools. It's sturdy and it looks great! It's a huge improvement over the small end table that he was using. Not only does it look better, but it has a place to store his albums. I think he'll actually listen to more records now because it's so convenient.",B09SPJGPVQ,B09SPJGPVQ,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1655859459712,0,False,415
4.0,Fun Stickers!,"This is a fun set of outdoor stickers. The stickers are glossy and seem to be durable enough as far as stickers go. The National Park stickers are all photo stickers which are quite beautiful. I was impressed with all the National Parks that were included. Then there are some more cartoon-like drawings of hiking, camping, etc.",B09LLMFTKZ,B09LLMFTKZ,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1652997614413,0,False,328
3.0,Disappointed,"I have several pairs of regular binoculars. What piqued my interest with these is that the description said they had night vision capability. After they arrived I was disappointed to learn that they did not have night vision but rather low light vision. Since then, the product description has been changed and no longer says night vision. Had I known that in the beginning, I would not have ordered these because I don't need another pair of traditional binoculars. As far as performance, they're fine as regular binoculars. The low light vision is fine, but not any different than what I have with my other binoculars.",B08ZCKJ299,B08ZCKJ299,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1622465424650,2,False,620
4.0,Fun!,"This is a fun set of TikTok themed vinyl stickers. They are matte stickers, not glossy. They adhere well. Images are colorful. Sizes are small and comparable to other similar stickers. Great for decorating notebooks and water bottles.",B08GFY98KX,B08GFY98KX,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1600266131133,0,False,234
4.0,Not Too Difficult to Install,"My 19 year old daughter recently inherited a car from her grandmother. There were 2 things that I had wanted her car to have - Bluetooth and a rear view camera. The 2012 Honda Civic had neither of those. This car multimedia player arrived at the right time. It wasn't too difficult to install. My husband while assisted by our daughter completed the whole thing in less than an hour. Prior to the installation, we had ordered an install kit for the car model. This unit works very well with Apple Play! It basically displays your phone on it so your phone on it. So you use the touch screen method to access your music, driving maps, etc. It comes with a microphone for phone calls. They installed it near the ignition, but the quality of calls isn't that good. The next time our daughter comes home from college, they're going to try it somewhere else. Overall, our daughter is very happy with it. It has wires specifically for a rear view camera, so guess what we're installing on her next visit?",B081ZTYVXT,B0C5YP4GDQ,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1599781081440,0,False,998
4.0,Great Cord!,"The cord of this power strip is really nice. It's a braided one and very sturdy. It's a good length, too. The last few power strips that I have ordered have been on the short side. The plug is pretty nifty. It is at an angle so you can plug in something else in the other outlet. Brilliant, in my opinion! It's so frustrating when something takes up both outlets due to design. The power strip works well .",B082PFDSRT,B082PFDSRT,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1579105161882,0,False,406
4.0,Good Picture Quality,"Several years ago, we purchased digital frames for the grandparents. In comparison with those, this one looks much nicer and has a larger display. My tech savvy husband first tried to download the suggested app. He was unable to find the right one for his Android phone. There's a slot for an SD card, but it uses large SD cards which aren't as common anymore, so we didn't have any. It does allow for a flash drive to be inserted, so that's how we are using it. The picture quality is pretty good. We have been using high resolution pictures on it, so if you use lower resolution ones, it may not look as nice. When it's all said and done, we do like it, though we wish we could have gotten the cloud app to work with it.",B07LBQYCHT,B07LBQYCHT,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1552137193023,1,False,722
4.0,Good Sound Quality,"I don't usually like ear bud style headphones because they don't stay in place very well, even if just sitting. These have the sports clip feature which helps keep them in place. The sound quality is surprisingly good for the price in my opinion. I did find that even with the clip, the actual ear buds did pop out every now and then. And as far as comfort, I found that I couldn't wear them for very long because they would start to annoy me. That's not really a flaw in these specifically, I usually have this issue with all ear buds. Overall, I think these are pretty good, especially at this price point, but I will probably stick with over the ear style headphones for comfort.",B00VV6X1UI,B00VV6X1UI,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1525818644208,1,False,682
5.0,Great buy,Great variety of stickers. Stay on well. Smaller than expected but still cute. :),B07Y1SNHQW,B07Y1SNHQW,AHYB7U5MR2OG5BJPAVS5K5AZQCSA,1594180300597,1,True,81
4.0,you'll lose the far off station,Looks great and I still hve some stations. I have xm so don't need this antenna. I like the looks,B081TZ8TBM,B081TZ8TBM,AFAMOLAPKR3M2NPTMB362T2Q5RBQ,1590934892125,0,True,97
5.0,It’s ok,"Works, but the ink is not evenly printed.  It’s still readable. I guess for the price , it’s ok.",B000GDGWWG,B000GDGWWG,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1621478890878,0,True,96
5.0,Five Stars,"It’s a cute case, durable and arrived very fast!",B00YRUVJ0O,B07Q2TVNP3,AHW2TASGYIZN2MI2HLI2QVBPHGNA,1514598913423,0,True,48
5.0,Easy to set up,"I left this sitting for 3 weeks because I was dreading setting it up, finally said ""okay today is the day"" and it was super easy and done in under a minute and I even set up more things to it than i planned on because--hey, why not?!",B0742D8FWM,B0BV3NWX67,AGHBB2ES5D5DNZC5RUW3WNCOWPOQ,1587321305144,0,True,233
5.0,Amazed,I wasn't expecting much when I bought this speaker.  I just needed something for the garage.  I am impressed. Sound quality is just as good as my $200 speaker. Pairs very quickly. Long battery life. Couldn't be happier.,B00GUTY132,B00GUTY132,AG2UEDPK43QC5AU6HZTCBANPW2FQ,1427258092000,0,True,219
5.0,Good value,Pretty nice little camera. Very descrete. The camera comes with lots of cords so you never have to worry about connecting. I was surprised how well this unit works. Camera quality is good. Easily accessible. Easy to use.  No cons yet. Would recommend. Two thumbs up,B08KZSGZCH,B08KZSGZCH,AGVR7FBU3FB6EUMARQXE52OTBTIQ,1607794963931,0,True,265
5.0,Five Stars,love this one why did I wait so long for it.  thank you,B018SZT3BK,B018SZT3BK,AG7FS5EQU2WOSBFNQGDY3VP25LVA,1492539580000,0,True,55
5.0,Nice antenna,It seems like a good antenna. I’m not sure. It didn’t work in my apartment. But I’m hoping it will in my motorhome.,B09P7TJCZW,B09P7TJCZW,AG4RDNEXBUS7SKHLYCZHG2Z4FZ5Q,1642203601597,0,True,115
5.0,Great product audiophile,Works perfect cleans the dust off the stylus,B08617QDVV,B09X9V54SK,AHB5CGLYN3Y6NIPHNQLYFJT2W2PQ,1619122274800,1,True,44
