overall,title,reviewText,asin,parent_asin,reviewerID,timestamp,helpful_vote,verified_purchase,review_length
5.0,It’s ok,"Works, but the ink is not evenly printed.  It’s still readable. I guess for the price , it’s ok.",B000GDGWWG,B000GDGWWG,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1621478890878,0,True,96
5.0,Economical replacement,"From the looks of it, this is an exact replacement for my original lamp which logged about 3800 hours.  Although my old bulb didn't burn out or pop, I got a warning message from the projector that the lamp lifetime was up.  And what a difference a new lamp makes. The new lamp was brighter the color accuracy was much improved compared to the old lamp I replaced.  Apparently these lamps lose their brightness and ability to provide true white over time.  The picture looked as good as when I first used my projector brand new.  It's better to buy the bulb with the housing such as this product rather than just the bulb alone.  There's significant precision in the design of projector bulbs and their housing.  The less you handle it the better. A drop-in replacement is the way to go. Strong burning smell at first which disappeared after the first day of use.  I recall similar smell when I first used my GT-750E.",B00ADJ4YQE,B00ADJ4YQE,AEDHXXX2F66EMWOSSPCQHS62UKNQ,1389601526000,5,True,916
5.0,Nice mic that is small,I used this with my Panasonic GH5. Sound is much better than on board mic and fits nicely on the flash mount. I do have a much more expensive shoe mic but it’s so big and hard to bring along when traveling. I don’t get the value for  Having to deal with the larger size. I’m sure audiophiles would disagree but it audio we critical I would use a wired lapel mic if I needed perfect audio.,B083FN1TFH,B097D5GXZH,AFJBKPK5W56XWSNPQU2WW66ISWYQ,1589250587588,0,False,388
2.0,Mine fell apart quickly,"I bought this for my mother and it kind of disintegrated when I touched it, lol! Definitely don't mess with the little Apple circle in the middle, because the glue will come off!",B01MTYGQ11,B01MTYGQ11,AG4AY3ZUV6CCSV3GPLIB4ASGKCYA,1506702326544,0,True,178
4.0,Not bad,"I wear a hearing aid, so they weren't the most comfortable, but the quality was pretty good.",B00KHA1ZTS,B00KHA1ZTS,AEYVXZF5TQB7IGLLS3HJTDWLSKJQ,1621189360595,0,True,92
5.0,A must have,"I like having everything on one system, love my ring....everything",B07M93Z1NT,B07M93Z1NT,AEXBIH7OOSNTF3NPJ262T4HDNXBA,1563128463628,0,True,66
5.0,I've fallen in love with this little speaker!,"I have fallen in love with this little speaker! It looks awesome on my nightstand and was incredibly simple to connect to my Echo Input via Bluetooth. I'm also surprised at how well it picks up my local FM stations. My audio quality needs are quite simple, but I do think the sound on this is fantastic - soft or loud, it's clear and rich. I keep it plugged in, so I can't comment on the battery life. I love that it's so tiny and portable, but honestly, I don't think my little guy is going anywhere. I love having this fun, functional piece right where it's at!",B07ZJM6TTS,B0BBMSYX16,AGGHHNTNWUXUG2LEOP4KGUMULISQ,1587566400775,0,False,563
4.0,Good quality keycaps--but came with an ink smudge,"These keycaps are good quality. They are pretty thick and have a nice design. The thickness helps give a deeper sound to your keypresses, which I like. There are multiple length space bars included to accommodate various keyboard layouts (i.e., Full, TKL, etc.) The designs on the keycaps remind me of the show ""Doug"" (I feel old). The set also comes with a keycap puller.<br /><br />Unfortunately, my set came with a blue ink smudge on the  ""3"" key  (see pics). The ink appears to be on the top part of the plastic case, but transferred to the key itself. All the other keys were in good shape.<br /><br />An overall fun set that I'd recommend",B0BJZRKHBG,B0C48XL8M7,AHUPTBY3F3UN2S5H7K5JLP6MAV5Q,1670014844210,0,False,644
5.0,"Feels premium, is premium!","Absolutely perfect for my car! No extra crackles, distortions, or other audio imperfections created by this cable, it sounds great! The cable itself is very flexible and can be smashed without damage! The ends are full metal and feel amazing to use, and overall makes me feel like I'm using premium audiophile equipment for a fraction of the price!",B00R124LAK,B00R124LAK,AHZOJQDTMJ6WIHY2RV7PB6K5TG7Q,1669777319550,0,True,348
5.0,Great option!,"Noctua thermal paste is one of the highest recommended thermal pastes by gamers, PC reviewers, and YouTubers. I'm here to confirm that it is awesome! The consistency is perfect, not to running not too stiff, so it's easy to spread and get an even application on the dye. Thermal transfers great, I repasted the CPU and GPU on my PlayStation 3, and the temperatures decreased by a good 5 to 10°! Highly recommend!",B002CQU14A,B002CQU14A,AHZOJQDTMJ6WIHY2RV7PB6K5TG7Q,1665514761740,0,True,412
4.0,Quality product. Not sure why space bar didn’t work with internet browser.,"We love Logitech and have many of their products including the beloved [and discontinued] harmony remote.  It was easy to connect my iPad to the device.  The ergonomic feel of the keys is fab, and great quality.  The light up is just enough without being glaring to the eyes.  It worked great with email, but the space bar didn’t work when you are using it to type this review via internet.  Also connected to android phone,  android laptop and Apple products.  Only issue was space bar when typing in internet browser of Apple iPad.  It allows you to switch between 3 connected devices, which was really cool.",B098JCTY32,B0BLHNNSGG,AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,1636672275107,0,False,610
5.0,Works as designed,"Fits in the wall outlet perfectly, and has plenty of plug/charger space for multiple cords.  It works as designed and I am pleased with its performance.",B07CCGBB7M,B0BCPC68J6,AELHB5QYXVSXZM263JIARJBWPOSA,1582551830192,0,True,152
5.0,Perfect angle!,This mount creates the perfect angle to see a little more than just a straight view of surrounding. I love it.,B09KNVBWNF,B0BP9Z1LB5,AHTEOSDSQUKSSIWFA3WYLFSSZBYQ,1656859882805,0,True,110
5.0,SILENT Not rechargeable requires 1 AA batteries (not included),"word of wisdom: there are TWO types of mouse for sale ""RECHARGEABLE"" and ""SILENT"" the SILENT is NOT Rechargeable. So be sure you are reading reviews for the product you want. Also, for some reason some people think this is a 'BLUETOOTH' mouse and it is not.<br /><br />Linked to my HP Chromebook and my Dell Windows laptop immediately. It fit very comfortably in my hand and glided over my mouse pad easily.  It performs exactly as advertised and as I needed it to do.  This model has 5 adjustable DPI (2400/2000/1600/1200/800), I have never used this function and don't know how it works but for those people who use it the 5 settings seems impressive.",B087Q8L2YQ,B09Y1PSVTB,AFWVN52MRBWOTIK7UGXBWGOY4HBA,1597284498559,0,False,653
5.0,Lightning Fast!,"If you're a gamer, you'll love the speed and the slick light effects you get with this product. It's compatible with both Intel and AMD processors. It's easy to install if you have experience. It takes your computing to the next level. I also like that you get to choose the color. The red reminds me of a racing car. This is top of the line quality. I highly recommend it.<br /><br />Thanks so much for taking the time to read this review.  I hope the information that I've provided helps make your decision a little easier.",B08T8ZG6Q8,B08T91YHPW,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,1614193223146,3,False,525
5.0,Great Background,"This background can be used for more than just birthdays. If you're good at editing, you can get rid of the letters altogether. It photographs very well. The fabric is lightweight and can be taped to a wall if you don't have a background holder. You can use an iron to remove wrinkles and folding seams. I highly recommend this product.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.",B083S3RB3W,B083S3RB3W,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,1584055137050,2,False,482
5.0,Makes Me feel Safer,"As a single female, I'm always concerned about my safety in certain places. I've often wondered what it must be like for men to enter a parking garage or go for a run at night without fear. This gadget makes me feel a lot safer in these situations. It's small enough to hold in your hand or place in a small pocket. It is INTENSELY loud. When I tested it, I could hear dogs barking from far away. It also has an LED light. If you want or need a little extra protection to make you feel safer, I highly recommend this product. Buy one for a friend while you're at it. It makes a thoughtful gift.<br /><br />Thanks so much for reading this review. I hope the information that I've provided makes your decision a little easier.",B07TT8C98W,B09S4C4CHW,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,1570473053275,5,False,724
4.0,Nice Video Light for Vloggers,"I selected this light for working with my camera, though I have other lights that are good for the tasks I have in mind. I have had good experiences with Logitech products and I had good expectations for this light. For the most part I am pleased with it.<br /><br />This is a small LED-based light that is designed to attach to a flat screen monitor and be used for video lighting. The target audience is very clearly vloggers and video makers, though it can be adapted for other uses with some thought. The main feature of this light which is important enough to mention is that it is a non-strobing LED, meaning no striping when at high shutter speeds.<br /><br />The light has a couple of settings that can be adjusted by buttons on the back. It can be brightened or darkened, and the color temperature can be adjusted as needed. I personally like using a warm setting more than a cool setting, but that's a preference and it changes based on what I am doing. There is some graduation in the levels though they are granular enough for my needs.<br /><br />The head of the light can be tilted forward and backward, so there is some adjustment that can be made. It is not adjustable from side to side, though. Also, it must be mounted on a surface where it can hang, not placed on a desk stand-alone. As such, it is specifically designed for hanging on a monitor.<br /><br />The one thing about this light that I do not care for is that it does not have any battery capacity. That is, it must be plugged in to a USB outlet to work. That's probably again related to being marketed as a vlogging tool, but it does reduce portability when a USB port is unavailable for use. It can be rigged to work with a power bank which is a sloppy work-around, but this is simply a patch.<br /><br />This is a decent light for video work and it is very definitely a tool for vloggers and video makers. It has no battery capacity so it must be plugged in to work, but otherwise it is a nice light that works well.",B097QZGRCQ,B0BWFQGY7C,AFLX66DKF6R3H6OEOC3TIVAYXZIQ,1645009420287,0,False,1998
2.0,Lasted 6 months. Magnets come out and won't close ...,Lasted 6 months.  Magnets come out and won't close so Kindle will not go to sleep.,B01M334NVP,B01M334NVP,AG3IIIN4QARMCMYS5TGLZUZ4HRUQ,1515681977041,0,True,82
5.0,Live the double charger,Perfect for as many cameras we have we always have charged back ups,B08CKJV9Z6,B08MRTZWJ5,AHPBIP5JNVD4ZDTULYEAAX2PBDGQ,1658638750982,0,True,67
4.0,Great but....,"I love it, but you can't download eBay to it.",B08F6HDRWN,B08YFJYD5Z,AHPVUPZYSW73GDFKTJQWM4HL3DRQ,1634763783207,0,True,45
5.0,Best bang for your buck headphones,"These are an absolute steal for the price.  You're not going to replicate the sound of $150+ headphones, but they'll do fantastic for a young kid or someone who just needs something for voice communication",B09QKC8KHR,B0BGP6R8XS,AE3C62JLCUWE273CJ3MNBXLJAJ6Q,1646256706441,0,False,205
5.0,"Nice 32"" LCD TV Mount","I purchased this for my 32"" Panasonic LCD TV which is in my bedroom. I wanted to get the TV a little higher up and off of the dresser surface. I asked my landlord to install it for me and he had no problems whatsoever. He works for Bosch Corp. so he knows a thing or two about quality hardware and he assured me that this thing was heavy duty. He was even impressed with the quality of the bolts that were supplied. He jokingly said that he could have mounted my Chevy Impala on that thing, so I have no doubt that this is a quality product which fit my needs perfectly. I paid less than $20.00 about a month ago on Amazon and bundled it with something else to get free shipping and I am glad I didn't wait any longer. The arm swings out from the wall and the TV also swivels so there are so many ways you can adjust the viewing angle. A 32"" TV is probably the limit, but for a bedroom, that is all you need. Don't wait, buy it.",B000WYVBR0,B000WYVBR0,AF6AJODJRJ4VMXE55IRLXKMUAXSQ,1292249593000,25,True,928
2.0,Nothing special,It's cute and fun but definitely not a tell all on the smells definitely could use some work and updates. A trip to the grocery store will prove more fruitful (pun not intended),0544005031,0544005031,AEJ2JQSEPTDNRU6TKQYZOUS6Y6PQ,1483546394000,1,True,177
5.0,Great,Got this for a game camera. Works great and no loss of pictures or being told you can't see them! Finally,B0143RT8OY,B07WMB4XS4,AHYWYS3ZCNA62VY2WPFMHZXYBU6Q,1511106096468,0,True,105
5.0,Best customer service,It does what it is supposed to do!,B08FXK18BY,B09Y55WW5P,AETXMYPV6KHWTNVRXNXFYQN2TZNA,1646073363381,0,True,34
5.0,Blink doorbell,"Bought to use with other Blink products, works great",B08SGR2G65,B0BM2YG2K7,AEXTSZOMHUDQZ46764RKBNZ2WANA,1664648763057,0,True,52
1.0,"Item not as described, did not fit my laptop","Did NOT fit my Dell Inspiron M5030. The tip won't fit the little jack on the side of my laptop. Bought a quality adapter/charger straight from Dell, cost $59.99 but 90w (better than 65w with this model) and it FITS.",B01MS1UZAZ,B01MS1UZAZ,AHIIIXITFYOOEPURI5DOA5DPDJ4Q,1561068897257,1,True,215
5.0,It simply works,"It's been holding my GoPro 9 on the windshield of the KW I drive at exactly the same angle I set it, for over a week, even though I've unclipped the GoPro mount from the windshield to swap mSD cards at least once a day. Unlike other solutions, once it's tightened down it doesn't move. That's all it needs to do.",B07D7TQ5VR,B07D7TQ5VR,AEBEVCYY3HASVJ2Z5Q2Q36TENT2A,1673977282258,0,True,312
5.0,Better than OEM,Quality.  Better than the original.,B01I2MXME8,B01I2MXME8,AHOUSIB6RBPP2QOAGC576XXTVK3Q,1479472363000,1,True,35
5.0,Good choice,I bought this memory for my Nikon camera.  After hundreds of cycles of still pictures and videos it is still performing like brand new.  Very fast transfer rate.,B00FB4657C,B01N0H8WUZ,AGK3NYKU3CARH7ECUIKNPLUMO4OQ,1426737175000,0,True,161
5.0,Five Stars,I am sure my granddaughter will love it,B01BHBL6US,B01BHBL6US,AEPS4PAETQFKIPROSTLJDHQJAVKA,1481253247000,0,True,39
2.0,Coding instruction are wrong to make it actually work,My son built it and liked the challenge but we are having issues because all of the coding is outdated or wrong. We have yet to get it to actually work and are researching what people are saying to do to fix the issue. The instructions provided are not real clear on the coding aspect.,B01K1UKI46,B01K1UKI46,AHKMQQJ4WQ42244ELUBC3DGX4WFQ,1548521004344,1,True,285
5.0,Perfect size for work,Bought this for work.  Fits on my salon station perfectly.  My clients love being able to change the music to their style.,B07HZLHPKP,B07HZLHPKP,AEYMK3KJY74JL6F6CXSCU77GX7TA,1636654586200,0,True,122
5.0,"Great for Watching Movies,  Netflix, and Playing Games","This is a really nice Fire tablet,  especially for watching movies/Netflix or playing games.  The screen is 10 inches. The color & picture quality are sharp.  I recommend it to people to use it in the Landscape mode.<br /><br />Unfortunately I want a Kindle Fire expressly for the purpose of reading.  I love seeing the colorful covers like on the actual paperbacks and hardcovers. I enjoy reading my books in portrait format & though I loved it, the Fire 10 was just too heavy to hold & read especially with one hand.",B00VKIY9RG,B00VKIY9RG,AFQW7QX2DREMFPK5WSMQKG27UOQA,1456805464000,0,True,518
5.0,Exact Replacement for Remote,"Looks and operates exactly as the Samsung remote, but much cheaper.",B081Y3WTPD,B081Y3WTPD,AFD2SYZ6L3OELGTTAK4K7CJIL4RA,1608128535884,0,True,67
5.0,Good quality at a good price.,"Good quality, good price and this brand holds up very well.<br />Looks nice, will buy again in future.",B06XSC7KK5,B06XRTFG29,AEXYAYKO4JSMM7ALG7YY3P67FXVQ,1657834168747,0,True,102
5.0,I really like it. Wish it would do video calling with phone calls not just will Alexa users.,Wish it would do video calls with all phones not just with Alexa users.,B07HZLHPKP,B07HZLHPKP,AHD3SGVRXFVGRKTMKSVOHAGVHRCA,1578270514585,0,True,71
5.0,User friendly,We are using it to share pictures of our newly born grandson with his great grandparents who are patiently waiting to visit him.,B01N7ENHO6,B0BV3FZ8KY,AHST4Y5HXCOAMAJPGQ6N6QXO5YMA,1622481979912,0,True,128
5.0,For now a 5 start rating. Will update my experience in 30 days or so,"Okay so I will start off that I only paid $49 for this device so a 5 star rating is simply because I'm not heavily invested in this from a cost perspective and for $49 it does the trick and more. I have purchased this inexpensive version to see if I'm a Dashcam kind of person. I purchased the Sandisk 32G card which was super cheap to buy (9.99 I think) and started my dash cam journey.<br /><br />Why 5 stars - It's only day 3 but so far this works as expected. Good resolution and functionality and it is small enough that I installed it behind my rear view mirror and just leave it in my truck. The accessory cord is really long so there is good flexibility to move the camera around my cab as needed and the suction cup mount is the way to go. The packaging was good but the instructions are HORRIBLE.  It's 2015 so I have no idea why you can't spend the time build a quality instruction sheet.  I have had to figure out how to operate the camera on my own which so far has worked.  Today I stuck the camera to the windshield, plugged it in and drove 1 hour to work and another hour back.  Worked flawlessly and I realize that I am a Dashcam kind of person now. Simply plug the mini-USB into your computer and view the video files straight from the explorer menu.  I'm not sure how long this camera will last. I will update as time passes. I recommend a 32g mem card if you plan on using this a lot and recording in HD. For $49 (plus storage card) this is a great insurance policy. 2 cars pulled out in front of me today.  If they had hit me I would have been able to prove them at fault.  Also, turn off the motion sensor while driving unless you want the camera restarting often.  I found to let it just run is the best solution. Maybe use the motion sensor if you are using the camera as a security feature or something.",B00XTSV0G8,B00XTSV0G8,AEK6AABY4MSTUZE43RRLERCDBXVQ,1438894608000,25,True,1828
5.0,Good price and quality,Very nice tv and a great sound bar.,B07F2YLMF5,B07F2YLMF5,AGGCOGRPBF6EW575FNSPKLJXYQAA,1633064678832,0,True,35
1.0,No elastic band,No elastic band so as soon as you open the case the iPad falls out.,B07BS8YGZH,B07BS8YGZH,AGNC4AJIUOOODBEV5ETDGG4GJO4A,1598700558625,0,True,67
5.0,Couldn't have gone through Sicily and Italy without it.,Worked great when daughter and I went to Italy,B001ISUCNI,B001ISUCNI,AH57UQ3IE2TH2COG2LKAIHVE6OKQ,1446525478000,0,True,46
3.0,"Recommend...Very cheap, works well, but I believe it crashes my laptop.","While I like the product and was able to get it to work with the help of user:/Greg's link to the drives...I believe this device crashes my laptop when plugged in.  I haven't done a proper root analysis on this, but when I had the device plugged in, my laptop crashed often...when not plugged in, no crashing.  So, I can only assume this device is at fault.  I have not determined whether it matters if anything is plugged into the ports or not...but I just found it easier to leave it unplugged when not in use.<br /><br />Overall, it arrived quickly, and works as advertised...I'm just not happy with the constant crashing/freezing of my laptop.  I'd still recommend over others due to price and availability of 3 vs only 2 ports, and no need for a power supply.  So give it a shot, it's only $15.",B00F875HK8,B00F875HK8,AFGG4RDQ6D5G3ZUI4AWT23VCXBHA,1436911288000,1,True,799
4.0,Have one plug and need some distance.,This guy does the trick and I like the sections can be turned on and off independently/,B01FHMPV1S,B0BBR71NCL,AFMKRGS25NE4HPMVPBDC6M2BKUYA,1592401626509,0,True,87
5.0,Best bra!,Always love this bra! Flawless! I would love to see a few more colour choices.,B006YNTJ6I,B006YNTJ6I,AEEFMGZPLL5SFSPYSXWDJXFSRTKA,1409248859000,0,True,78
2.0,Come with a worthless little stand,the stand that comes with the tv is a cheap plastic and it hard to connect to the tv.  nice little tv though but due to the stand I give this a two star because the stand is a pretty important part,B00BCGRZ04,B00BCGRZ04,AGNZOHSWVTKWQ2XAOWYIT5WMCNWA,1386512112000,4,True,197
1.0,It’s about as reliable as a bag of chips,I have gone through 2 of these in the last year. I don’t even play video games often and when I do it’s either Warzone or Dayz. Each CPU has had less then 400 hours on them and they keeping breaking. I’m not overclocked or any non sense. Don’t bother buying just go with an intel. They won’t replace your broken product either so enjoy a worthless chip.<br />You’ll love it until the very second it breaks and I assure you it will break. Absolutely livid!,B08164VTWH,B0B5HVBK4L,AFCDHQQOOP6W2XFH7NAREBET6OZQ,1654630720049,9,True,455
4.0,"Good, General Use Laptop","So far so good. I've had this laptop for just about a month now and it's done everything I expected of it. I'm not a gamer. I needed a machine to maintain my ebook collection, edit and manage my photography as well as general email and web browsing. As another reviewer has mentioned the keyboard is a bit flimsy feeling but I'm getting used to typing lighter and that seems to work. Everything on the laptop works the USB 3.0 port is screaming fast. The memory card reader reads the cards from three of my cameras. The touch screen is very responsive. The only thing I found lacking was no support for playing DVD movies. When I contacted Asus about it they first pointed me towards an uninstalled CD/DVD authoring utility that isn't installed but was put on the drive. When asked again about playing DVD movies they shrugged and suggested I go download something. I'm quite happy with my choice and for the money this does everything I really need.",B00K9PQMD0,B00K9PQMD0,AFUSWNVA72MMWHGYWJ652SYX2JJQ,1426964459000,1,True,950
5.0,Solid mount for Wahoo Bolt,Excellent mount for Wahoo cycling computers. Quality materials and construction.  Easily mounts to handlebars.,B0759TZQTR,B0759RNQ3Q,AGVN63Y4ZAL23AZZF3F76O5OG3LA,1654181059349,0,True,110
2.0,"Good Idea, Poor Execution","First of all the mounting holes are too small for standard case screws that hold in the blanks. I had to drill the  support holes out to get the standard case screws to go through the mounting holes.  The supplied screws are too small diameter to be able to tighten down the unit to the case blanks if you use those screws.<br />If you have a long card with three fans, the adjustment design stops the  slide from going fully to the end;so, you have to make a choice: 1.  Put the support  pad in the middle of the card or 2.  Put the support pad into a fan.<br />There is about a half inch of travel left in the slide when it hits a production tab that stops it.<br /><br />If you think you need one of these, just remember it is not ""plug and play""; must modify it to make it work. I tried it on three different cases by three different manufacturers.  It was the same there,too.",B08YYPSGMN,B092D3FBMR,AFRZT4CA3LWX5ITFOWONN2KPKCFA,1644624714914,2,True,880
5.0,When you need a corded mouse,"... this is a great and inexpensive choice. I am a researcher, and my solitary foray into the realm of cordless mice taught me rather quickly that batteries don't last long when paired with long workdays. If your need is for a sturdy, apparently well-made computer mouse, choose this one!",B009ZPS3WS,B009ZPS3WS,AHLRW7X4WVLZJDS6BM6J3YP3NNSA,1393569335000,0,True,288
5.0,No complaints,I'm using them now. No complaints. I like the red braided cord. Stands out from the basic black.,B07FK7LMCF,B08JQ42WFN,AHN535MBJTI4BGLTUORFR3TLABLA,1565821045170,0,True,96
